  0.000000,   0.000000
  0.000314,   0.277768
  0.000628,   0.526811
  0.000942,   0.723762
  0.001257,   0.854779
  0.001571,   0.917618
  0.001885,   0.921220
  0.002199,   0.882985
  0.002513,   0.824475
  0.002827,   0.766594
  0.003142,   0.725362
  0.003456,   0.709234
  0.003770,   0.718426
  0.004084,   0.746243
  0.004398,   0.781897
  0.004712,   0.813961
  0.005027,   0.833553
  0.005341,   0.836454
  0.005655,   0.823719
  0.005969,   0.800794
  0.006283,   0.775498
  0.006597,   0.755558
  0.006912,   0.746396
  0.007226,   0.749781
  0.007540,   0.763635
  0.007854,   0.782965
  0.008168,   0.801557
  0.008482,   0.813896
  0.008796,   0.816733
  0.009111,   0.809884
  0.009425,   0.796065
  0.009739,   0.779896
  0.010053,   0.766402
  0.010367,   0.759490
  0.010681,   0.760855
  0.010996,   0.769605
  0.011310,   0.782676
  0.011624,   0.795872
  0.011938,   0.805187
  0.012252,   0.807999
  0.012566,   0.803781
  0.012881,   0.794164
  0.013195,   0.782329
  0.013509,   0.771979
  0.013823,   0.766194
  0.014137,   0.766531
  0.014451,   0.772617
  0.014765,   0.782350
  0.015080,   0.792611
  0.015394,   0.800249
  0.015708,   0.803039
  0.016022,   0.800322
  0.016336,   0.793141
  0.016650,   0.783860
  0.016965,   0.775393
  0.017279,   0.770298
  0.017593,   0.770011
  0.017907,   0.774450
  0.018221,   0.782093
  0.018535,   0.790490
  0.018850,   0.797047
  0.019164,   0.799815
  0.019478,   0.798071
  0.019792,   0.792493
  0.020106,   0.784911
  0.020420,   0.777712
  0.020735,   0.773090
  0.021049,   0.772387
  0.021363,   0.775701
  0.021677,   0.781898
  0.021991,   0.788995
  0.022305,   0.794786
  0.022619,   0.797531
  0.022934,   0.796470
  0.023248,   0.792034
  0.023562,   0.785675
  0.023876,   0.779398
  0.024190,   0.775130
  0.024504,   0.774130
  0.024819,   0.776623
  0.025133,   0.781754
  0.025447,   0.787880
  0.025761,   0.793093
  0.026075,   0.795812
  0.026389,   0.795259
  0.026704,   0.791683
  0.027018,   0.786254
  0.027332,   0.780686
  0.027646,   0.776696
  0.027960,   0.775477
  0.028274,   0.777342
  0.028588,   0.781648
  0.028903,   0.787017
  0.029217,   0.791771
  0.029531,   0.794460
  0.029845,   0.794299
  0.030159,   0.791396
  0.030473,   0.786705
  0.030788,   0.781706
  0.031102,   0.777946
  0.031416,   0.776560
  0.031730,   0.777928
  0.032044,   0.781573
  0.032358,   0.786328
  0.032673,   0.790704
  0.032987,   0.793360
  0.033301,   0.793509
  0.033615,   0.791152
  0.033929,   0.787063
  0.034243,   0.782535
  0.034558,   0.778973
  0.034872,   0.777459
  0.035186,   0.778422
  0.035500,   0.781522
  0.035814,   0.785765
  0.036128,   0.789821
  0.036442,   0.792441
  0.036757,   0.792841
  0.037071,   0.790936
  0.037385,   0.787352
  0.037699,   0.783225
  0.038013,   0.779837
  0.038327,   0.778222
  0.038642,   0.778851
  0.038956,   0.781492
  0.039270,   0.785298
  0.039584,   0.789075
  0.039898,   0.791656
  0.040212,   0.792263
  0.040527,   0.790739
  0.040841,   0.787588
  0.041155,   0.783808
  0.041469,   0.780577
  0.041783,   0.778885
  0.042097,   0.779231
  0.042412,   0.781479
  0.042726,   0.784906
  0.043040,   0.788434
  0.043354,   0.790973
  0.043668,   0.791752
  0.043982,   0.790555
  0.044296,   0.787780
  0.044611,   0.784307
  0.044925,   0.781221
  0.045239,   0.779469
  0.045553,   0.779575
  0.045867,   0.781481
  0.046181,   0.784573
  0.046496,   0.787878
  0.046810,   0.790371
  0.047124,   0.791293
  0.047438,   0.790379
  0.047752,   0.787936
  0.048066,   0.784740
  0.048381,   0.781789
  0.048695,   0.779992
  0.049009,   0.779892
  0.049323,   0.781496
  0.049637,   0.784288
  0.049951,   0.787388
  0.050265,   0.789834
  0.050580,   0.790876
  0.050894,   0.790211
  0.051208,   0.788063
  0.051522,   0.785118
  0.051836,   0.782294
  0.052150,   0.780465
  0.052465,   0.780186
  0.052779,   0.781523
  0.053093,   0.784044
  0.053407,   0.786954
  0.053721,   0.789349
  0.054035,   0.790493
  0.054350,   0.790046
  0.054664,   0.788165
  0.054978,   0.785449
  0.055292,   0.782748
  0.055606,   0.780898
  0.055920,   0.780462
  0.056235,   0.781560
  0.056549,   0.783834
  0.056863,   0.786567
  0.057177,   0.788909
  0.057491,   0.790137
  0.057805,   0.789885
  0.058119,   0.788245
  0.058434,   0.785742
  0.058748,   0.783159
  0.059062,   0.781296
  0.059376,   0.780724
  0.059690,   0.781606
  0.060004,   0.783653
  0.060319,   0.786220
  0.060633,   0.788505
  0.060947,   0.789804
  0.061261,   0.789725
  0.061575,   0.788306
  0.061889,   0.786001
  0.062204,   0.783532
  0.062518,   0.781666
  0.062832,   0.780975
  0.063146,   0.781661
  0.063460,   0.783499
  0.063774,   0.785907
  0.064088,   0.788134
  0.064403,   0.789491
  0.064717,   0.789567
  0.065031,   0.788350
  0.065345,   0.786231
  0.065659,   0.783873
  0.065973,   0.782011
  0.066288,   0.781216
  0.066602,   0.781724
  0.066916,   0.783367
  0.067230,   0.785624
  0.067544,   0.787790
  0.067858,   0.789194
  0.068173,   0.789409
  0.068487,   0.788379
  0.068801,   0.786434
  0.069115,   0.784186
  0.069429,   0.782334
  0.069743,   0.781448
  0.070058,   0.781795
  0.070372,   0.783255
  0.070686,   0.785367
  0.071000,   0.787470
  0.071314,   0.788912
  0.071628,   0.789252
  0.071942,   0.788394
  0.072257,   0.786615
  0.072571,   0.784474
  0.072885,   0.782638
  0.073199,   0.781673
  0.073513,   0.781872
  0.073827,   0.783162
  0.074142,   0.785135
  0.074456,   0.787173
  0.074770,   0.788643
  0.075084,   0.789095
  0.075398,   0.788397
  0.075712,   0.786775
  0.076027,   0.784739
  0.076341,   0.782924
  0.076655,   0.781892
  0.076969,   0.781955
  0.077283,   0.783085
  0.077597,   0.784924
  0.077911,   0.786895
  0.078226,   0.788386
  0.078540,   0.788938
  0.078854,   0.788389
  0.079168,   0.786916
  0.079482,   0.784984
  0.079796,   0.783196
  0.080111,   0.782105
  0.080425,   0.782044
  0.080739,   0.783023
  0.081053,   0.784732
  0.081367,   0.786635
  0.081681,   0.788139
  0.081996,   0.788781
  0.082310,   0.788370
  0.082624,   0.787039
  0.082938,   0.785210
  0.083252,   0.783453
  0.083566,   0.782312
  0.083881,   0.782138
  0.084195,   0.782976
  0.084509,   0.784559
  0.084823,   0.786391
  0.085137,   0.787901
  0.085451,   0.788624
  0.085765,   0.788341
  0.086080,   0.787147
  0.086394,   0.785419
  0.086708,   0.783697
  0.087022,   0.782515
  0.087336,   0.782236
  0.087650,   0.782941
  0.087965,   0.784402
  0.088279,   0.786162
  0.088593,   0.787673
  0.088907,   0.788467
  0.089221,   0.788304
  0.089535,   0.787240
  0.089850,   0.785612
  0.090164,   0.783929
  0.090478,   0.782713
  0.090792,   0.782340
  0.091106,   0.782917
  0.091420,   0.784261
  0.091735,   0.785948
  0.092049,   0.787453
  0.092363,   0.788311
  0.092677,   0.788258
  0.092991,   0.787319
  0.093305,   0.785789
  0.093619,   0.784149
  0.093934,   0.782907
  0.094248,   0.782447
  0.094562,   0.782905
  0.094876,   0.784134
  0.095190,   0.785748
  0.095504,   0.787242
  0.095819,   0.788154
  0.096133,   0.788205
  0.096447,   0.787385
  0.096761,   0.785953
  0.097075,   0.784358
  0.097389,   0.783097
  0.097704,   0.782557
  0.098018,   0.782903
  0.098332,   0.784021
  0.098646,   0.785559
  0.098960,   0.787038
  0.099274,   0.787998
  0.099588,   0.788145
  0.099903,   0.787439
  0.100217,   0.786103
  0.100531,   0.784557
  0.100845,   0.783282
  0.101159,   0.782671
  0.101473,   0.782911
  0.101788,   0.783921
  0.102102,   0.785383
  0.102416,   0.786842
  0.102730,   0.787843
  0.103044,   0.788079
  0.103358,   0.787482
  0.103673,   0.786241
  0.103987,   0.784746
  0.104301,   0.783463
  0.104615,   0.782788
  0.104929,   0.782927
  0.105243,   0.783833
  0.105558,   0.785219
  0.105872,   0.786652
  0.106186,   0.787688
  0.106500,   0.788007
  0.106814,   0.787514
  0.107128,   0.786367
  0.107442,   0.784926
  0.107757,   0.783640
  0.108071,   0.782907
  0.108385,   0.782952
  0.108699,   0.783756
  0.109013,   0.785065
  0.109327,   0.786470
  0.109642,   0.787535
  0.109956,   0.787929
  0.110270,   0.787536
  0.110584,   0.786481
  0.110898,   0.785096
  0.111212,   0.783812
  0.111527,   0.783028
  0.111841,   0.782985
  0.112155,   0.783690
  0.112469,   0.784922
  0.112783,   0.786295
  0.113097,   0.787382
  0.113411,   0.787847
  0.113726,   0.787549
  0.114040,   0.786584
  0.114354,   0.785257
  0.114668,   0.783981
  0.114982,   0.783151
  0.115296,   0.783024
  0.115611,   0.783635
  0.115925,   0.784790
  0.116239,   0.786127
  0.116553,   0.787231
  0.116867,   0.787760
  0.117181,   0.787553
  0.117496,   0.786677
  0.117810,   0.785409
  0.118124,   0.784145
  0.118438,   0.783276
  0.118752,   0.783071
  0.119066,   0.783589
  0.119381,   0.784667
  0.119695,   0.785966
  0.120009,   0.787082
  0.120323,   0.787669
  0.120637,   0.787548
  0.120951,   0.786760
  0.121265,   0.785553
  0.121580,   0.784304
  0.121894,   0.783401
  0.122208,   0.783123
  0.122522,   0.783553
  0.122836,   0.784554
  0.123150,   0.785812
  0.123465,   0.786935
  0.123779,   0.787575
  0.124093,   0.787536
  0.124407,   0.786833
  0.124721,   0.785688
  0.125035,   0.784459
  0.125350,   0.783528
  0.125664,   0.783182
  0.125978,   0.783526
  0.126292,   0.784450
  0.126606,   0.785664
  0.126920,   0.786790
  0.127235,   0.787477
  0.127549,   0.787516
  0.127863,   0.786896
  0.128177,   0.785815
  0.128491,   0.784609
  0.128805,   0.783654
  0.129119,   0.783246
  0.129434,   0.783508
  0.129748,   0.784356
  0.130062,   0.785524
  0.130376,   0.786647
  0.130690,   0.787377
  0.131004,   0.787489
  0.131319,   0.786951
  0.131633,   0.785933
  0.131947,   0.784754
  0.132261,   0.783781
  0.132575,   0.783315
  0.132889,   0.783498
  0.133204,   0.784270
  0.133518,   0.785390
  0.133832,   0.786506
  0.134146,   0.787274
  0.134460,   0.787455
  0.134774,   0.786996
  0.135088,   0.786044
  0.135403,   0.784895
  0.135717,   0.783907
  0.136031,   0.783388
  0.136345,   0.783495
  0.136659,   0.784193
  0.136973,   0.785262
  0.137288,   0.786369
  0.137602,   0.787169
  0.137916,   0.787415
  0.138230,   0.787034
  0.138544,   0.786146
  0.138858,   0.785030
  0.139173,   0.784033
  0.139487,   0.783465
  0.139801,   0.783500
  0.140115,   0.784124
  0.140429,   0.785142
  0.140743,   0.786234
  0.141058,   0.787062
  0.141372,   0.787370
  0.141686,   0.787063
  0.142000,   0.786241
  0.142314,   0.785160
  0.142628,   0.784158
  0.142942,   0.783546
  0.143257,   0.783512
  0.143571,   0.784064
  0.143885,   0.785028
  0.144199,   0.786103
  0.144513,   0.786954
  0.144827,   0.787319
  0.145142,   0.787085
  0.145456,   0.786328
  0.145770,   0.785285
  0.146084,   0.784282
  0.146398,   0.783630
  0.146712,   0.783530
  0.147027,   0.784011
  0.147341,   0.784921
  0.147655,   0.785975
  0.147969,   0.786845
  0.148283,   0.787263
  0.148597,   0.787099
  0.148911,   0.786407
  0.149226,   0.785405
  0.149540,   0.784405
  0.149854,   0.783718
  0.150168,   0.783555
  0.150482,   0.783966
  0.150796,   0.784820
  0.151111,   0.785851
  0.151425,   0.786736
  0.151739,   0.787202
  0.152053,   0.787106
  0.152367,   0.786479
  0.152681,   0.785519
  0.152996,   0.784526
  0.153310,   0.783807
  0.153624,   0.783586
  0.153938,   0.783929
  0.154252,   0.784727
  0.154566,   0.785730
  0.154881,   0.786626
  0.155195,   0.787137
  0.155509,   0.787106
  0.155823,   0.786544
  0.156137,   0.785628
  0.156451,   0.784645
  0.156765,   0.783899
  0.157080,   0.783623
  0.157394,   0.783899
  0.157708,   0.784640
  0.158022,   0.785613
  0.158336,   0.786516
  0.158650,   0.787068
  0.158965,   0.787099
  0.159279,   0.786601
  0.159593,   0.785732
  0.159907,   0.784762
  0.160221,   0.783993
  0.160535,   0.783664
  0.160850,   0.783875
  0.161164,   0.784559
  0.161478,   0.785501
  0.161792,   0.786407
  0.162106,   0.786996
  0.162420,   0.787087
  0.162734,   0.786652
  0.163049,   0.785829
  0.163363,   0.784876
  0.163677,   0.784088
  0.163991,   0.783711
  0.164305,   0.783859
  0.164619,   0.784485
  0.164934,   0.785393
  0.165248,   0.786298
  0.165562,   0.786921
  0.165876,   0.787068
  0.166190,   0.786695
  0.166504,   0.785921
  0.166819,   0.784987
  0.167133,   0.784185
  0.167447,   0.783762
  0.167761,   0.783849
  0.168075,   0.784418
  0.168389,   0.785289
  0.168704,   0.786190
  0.169018,   0.786843
  0.169332,   0.787044
  0.169646,   0.786732
  0.169960,   0.786008
  0.170274,   0.785096
  0.170588,   0.784282
  0.170903,   0.783818
  0.171217,   0.783846
  0.171531,   0.784357
  0.171845,   0.785189
  0.172159,   0.786084
  0.172473,   0.786762
  0.172788,   0.787014
  0.173102,   0.786763
  0.173416,   0.786088
  0.173730,   0.785202
  0.174044,   0.784380
  0.174358,   0.783877
  0.174673,   0.783849
  0.174987,   0.784302
  0.175301,   0.785095
  0.175615,   0.785979
  0.175929,   0.786679
  0.176243,   0.786979
  0.176558,   0.786786
  0.176872,   0.786163
  0.177186,   0.785304
  0.177500,   0.784477
  0.177814,   0.783940
  0.178128,   0.783857
  0.178442,   0.784254
  0.178757,   0.785005
